PM2.5 (µg/m³),CO (mg/m³),AT (°C),RH (%),WS (m/s),WD (deg),TOT-RF (mm),BP (mmHg),month,weekday,hour,season,AQI_PM_2_5,AQI_CO
31.53,0.76,24.4,76.36,0.33,5.24,0.0,1014.6,11,5,18,3,1,0
31.53,0.88,24.13,76.85,0.41,3.89,0.0,1014.8,11,5,18,3,1,0
31.53,0.87,23.87,77.99,0.36,3.07,0.0,1014.8,11,5,18,3,1,0
36.01,0.88,23.68,79.19,0.29,5.47,0.0,1015.1,11,5,18,3,1,0
36.83,0.91,23.48,81.14,0.33,43.09,0.0,1015.2,11,5,19,3,1,0
36.83,0.87,23.41,81.21,0.27,77.25,0.0,1015.4,11,5,19,3,1,0
36.83,0.88,23.24,82.63,0.29,86.83,0.0,1015.5,11,5,19,3,1,0
37.07,0.92,23.18,83.2,0.29,84.85,0.0,1015.7,11,5,19,3,1,0
37.12,0.94,23.1,84.52,0.41,86.46,0.0,1015.7,11,5,20,3,1,0
37.12,0.97,23.0,85.93,0.43,85.56,0.0,1015.9,11,5,20,3,1,0
37.12,0.96,22.8,87.79,0.29,77.66,0.0,1016.0,11,5,20,3,1,0
36.49,0.97,22.64,89.27,0.28,66.74,0.0,1016.0,11,5,20,3,1,0
36.37,1.09,22.6,90.15,0.25,72.0,0.0,1016.1,11,5,21,3,1,1
36.37,1.11,22.47,90.98,0.29,69.26,0.0,1016.2,11,5,21,3,1,1
36.37,1.23,22.39,91.52,0.29,79.52,0.0,1016.2,11,5,21,3,1,1
46.98,1.32,22.28,92.29,0.35,61.5,0.0,1016.2,11,5,21,3,1,1
48.94,1.27,22.33,91.76,0.27,64.08,0.0,1016.3,11,5,22,3,1,1
48.94,1.29,22.29,91.76,0.28,81.89,0.0,1016.2,11,5,22,3,1,1
48.94,1.24,22.18,92.6,0.31,78.51,0.0,1016.2,11,5,22,3,1,1
46.44,1.23,22.1,93.25,0.28,88.65,0.0,1016.1,11,5,22,3,1,1
45.98,1.21,21.97,93.9,0.27,73.36,0.0,1015.9,11,5,23,3,1,1
45.98,1.19,22.02,93.19,0.28,76.84,0.0,1015.7,11,5,23,3,1,1
45.98,1.22,21.9,94.58,0.28,75.71,0.0,1015.7,11,5,23,3,1,1
54.88,1.2,21.74,96.42,0.27,49.48,0.0,1015.6,11,6,0,3,1,1
54.88,1.28,21.64,97.03,0.26,66.36,0.0,1015.4,11,6,0,3,1,1
54.88,1.3,21.56,97.46,0.28,74.78,0.0,1015.4,11,6,0,3,1,1
54.46,1.3,21.33,98.16,0.28,67.68,0.0,1015.3,11,6,0,3,1,1
54.39,1.3,21.16,98.88,0.28,66.02,0.0,1015.2,11,6,1,3,1,1
54.39,1.29,21.08,99.26,0.29,73.33,0.0,1015.2,11,6,1,3,1,1
54.39,1.28,20.99,99.28,0.28,78.11,0.0,1015.1,11,6,1,3,1,1
58.6,1.26,20.88,99.35,0.28,82.98,0.0,1014.9,11,6,1,3,1,1
59.37,1.24,20.74,99.35,0.28,80.05,0.0,1014.9,11,6,2,3,1,1
59.37,1.18,20.95,98.56,0.28,84.68,0.0,1014.8,11,6,2,3,1,1
59.37,1.17,20.72,99.02,0.26,59.63,0.0,1014.8,11,6,2,3,1,1
53.06,1.16,20.5,99.31,0.26,44.57,0.0,1014.8,11,6,2,3,1,1
51.9,1.15,20.46,99.35,0.28,47.53,0.0,1014.8,11,6,3,3,1,1
51.9,1.13,20.55,99.11,0.28,49.34,0.0,1015.0,11,6,3,3,1,1
51.9,1.11,20.59,98.98,0.29,57.93,0.0,1015.1,11,6,3,3,1,1
49.39,1.09,20.55,99.17,0.27,52.55,0.0,1015.1,11,6,3,3,1,1
48.93,1.07,20.55,98.83,0.27,66.23,0.0,1015.2,11,6,4,3,1,1
48.93,1.06,20.57,98.42,0.29,51.42,0.0,1015.3,11,6,4,3,1,1
48.93,1.06,20.35,98.74,0.28,45.93,0.0,1015.4,11,6,4,3,1,1
46.03,1.05,20.32,97.91,0.28,80.6,0.0,1015.6,11,6,4,3,1,1
45.5,1.04,20.25,98.24,0.28,66.81,0.0,1015.7,11,6,5,3,1,1
45.5,1.02,20.08,99.31,0.29,60.08,0.0,1015.8,11,6,5,3,1,1
45.5,1.01,19.99,99.02,0.27,52.19,0.0,1016.0,11,6,5,3,1,1
49.07,1.0,20.0,98.05,0.24,31.32,0.0,1016.3,11,6,5,3,1,0
49.72,0.95,20.13,95.46,0.28,342.34,0.0,1016.4,11,6,6,3,1,0
49.72,0.99,20.34,94.07,0.22,356.37,0.0,1016.7,11,6,6,3,1,0
49.72,0.96,20.67,92.36,0.18,33.64,0.0,1016.9,11,6,6,3,1,0
45.29,0.91,21.21,90.35,0.23,355.72,0.0,1017.0,11,6,6,3,1,0
44.47,0.88,21.67,88.12,0.23,17.79,0.0,1017.2,11,6,7,3,1,0
44.47,0.89,22.15,86.79,0.33,14.07,0.0,1017.2,11,6,7,3,1,0
44.47,0.88,22.57,85.62,0.52,7.69,0.0,1017.4,11,6,7,3,1,0
47.99,0.86,23.13,83.07,0.56,22.14,0.0,1017.7,11,6,7,3,1,0
48.64,0.84,23.53,81.39,0.56,25.44,0.0,1017.8,11,6,8,3,1,0
48.64,0.9,24.01,79.98,0.77,43.75,0.0,1017.9,11,6,8,3,1,0
48.64,1.01,24.65,79.08,0.59,36.48,0.0,1018.0,11,6,8,3,1,1
52.7,1.05,25.15,75.85,0.57,37.37,0.0,1018.1,11,6,8,3,1,1
53.45,0.95,25.69,71.57,0.78,44.12,0.0,1018.1,11,6,9,3,1,0
53.45,0.88,26.25,67.58,0.71,36.68,0.0,1017.9,11,6,9,3,1,0
53.45,0.84,26.74,62.52,0.51,43.26,0.0,1017.7,11,6,9,3,1,0
48.25,0.81,27.24,55.56,0.5,33.11,0.0,1017.5,11,6,9,3,1,0
47.3,0.78,27.29,51.87,0.93,33.87,0.0,1017.3,11,6,10,3,1,0
47.3,0.76,27.53,52.01,1.13,26.6,0.0,1017.0,11,6,10,3,1,0
47.3,0.76,27.84,51.88,0.33,43.82,0.0,1016.8,11,6,10,3,1,0
43.92,0.74,27.95,51.38,0.63,37.37,0.0,1016.5,11,6,10,3,1,0
43.3,0.64,28.25,49.22,0.59,44.25,0.0,1016.2,11,6,11,3,1,0
43.3,0.59,28.66,47.2,0.28,276.53,0.0,1016.0,11,6,11,3,1,0
43.3,0.63,28.98,44.99,1.3,9.08,0.0,1015.7,11,6,11,3,1,0
33.23,0.61,28.94,45.24,0.95,16.21,0.0,1015.3,11,6,11,3,1,0
31.37,0.55,29.15,45.28,0.99,18.38,0.0,1015.0,11,6,12,3,1,0
31.37,0.6,29.3,45.82,0.65,36.09,0.0,1014.7,11,6,12,3,1,0
31.37,0.6,29.18,46.52,0.79,21.34,0.0,1014.4,11,6,12,3,1,0
37.37,0.56,29.51,43.77,0.94,26.52,0.0,1014.0,11,6,12,3,1,0
38.48,0.54,29.74,41.74,0.5,14.41,0.0,1013.7,11,6,13,3,1,0
38.48,0.59,29.77,41.89,0.82,20.3,0.0,1013.4,11,6,13,3,1,0
38.48,0.58,29.66,40.48,0.96,16.15,0.0,1013.3,11,6,13,3,1,0
34.55,0.58,30.12,41.13,0.43,350.05,0.0,1013.1,11,6,13,3,1,0
33.83,0.58,30.32,39.09,0.6,15.03,0.0,1013.0,11,6,14,3,1,0
33.83,0.58,29.94,39.72,0.45,26.58,0.0,1012.9,11,6,14,3,1,0
33.83,0.6,29.61,41.24,0.42,87.93,0.0,1012.7,11,6,14,3,1,0
60.34,0.59,28.12,53.82,0.14,331.34,0.0,1012.7,11,6,15,3,2,0
54.67,0.68,27.72,57.36,0.16,297.59,0.0,1012.9,11,6,16,3,1,0
54.67,0.62,27.17,61.15,0.15,301.76,0.0,1012.9,11,6,16,3,1,0
54.67,0.62,26.78,63.76,0.18,323.23,0.0,1013.0,11,6,16,3,1,0
54.07,0.68,26.18,67.3,0.25,9.59,0.0,1013.0,11,6,16,3,1,0
53.96,0.73,25.5,70.56,0.29,4.21,0.0,1013.1,11,6,17,3,1,0
53.96,0.77,25.03,73.35,0.29,3.64,0.0,1013.3,11,6,17,3,1,0
53.96,0.78,24.66,75.45,0.29,8.82,0.0,1013.3,11,6,17,3,1,0
56.42,0.79,24.25,79.19,0.29,11.0,0.0,1013.4,11,6,17,3,1,0
56.87,0.77,23.94,81.78,0.29,7.8,0.0,1013.6,11,6,18,3,1,0
56.87,0.8,23.72,82.35,0.29,10.44,0.0,1013.8,11,6,18,3,1,0
56.87,0.86,23.61,83.83,0.29,6.88,0.0,1013.9,11,6,18,3,1,0
59.05,0.9,23.45,84.25,0.36,5.96,0.0,1014.2,11,6,18,3,1,0
59.46,0.93,23.42,83.9,0.41,10.32,0.0,1014.2,11,6,19,3,1,0
59.46,1.0,23.42,84.04,0.37,2.54,0.0,1014.4,11,6,19,3,1,0
59.46,1.05,23.11,86.27,0.29,7.4,0.0,1014.5,11,6,19,3,1,1
60.37,1.13,22.95,88.01,0.34,4.58,0.0,1014.8,11,6,19,3,2,1
60.54,1.32,23.03,87.57,0.45,4.03,0.0,1014.9,11,6,20,3,2,1
60.54,1.38,22.84,87.99,0.33,7.38,0.0,1014.9,11,6,20,3,2,1
60.54,1.38,22.65,89.55,0.39,2.21,0.0,1015.1,11,6,20,3,2,1
69.51,1.43,22.44,90.76,0.28,1.27,0.0,1015.2,11,6,20,3,2,1
71.17,1.52,22.33,91.21,0.27,2.25,0.0,1015.2,11,6,21,3,2,1
71.17,1.49,22.12,91.65,0.25,352.62,0.0,1015.3,11,6,21,3,2,1
71.17,1.47,21.95,92.49,0.29,6.77,0.0,1015.4,11,6,21,3,2,1
73.37,1.47,21.93,93.06,0.28,8.47,0.0,1015.4,11,6,21,3,2,1
73.77,1.5,21.75,93.86,0.29,2.35,0.0,1015.4,11,6,22,3,2,1
73.77,1.48,21.39,94.77,0.44,354.81,0.0,1015.4,11,6,22,3,2,1
73.77,1.48,21.34,94.9,0.36,357.39,0.0,1015.3,11,6,22,3,2,1
73.42,1.49,21.32,94.95,0.29,7.06,0.0,1015.2,11,6,22,3,2,1
73.36,1.49,21.19,95.71,0.37,2.71,0.0,1015.1,11,6,23,3,2,1
73.36,1.48,21.1,96.25,0.29,3.71,0.0,1015.0,11,6,23,3,2,1
73.36,1.49,20.98,96.83,0.29,0.01,0.0,1015.0,11,6,23,3,2,1
71.28,1.44,20.78,98.12,0.29,0.59,0.0,1014.9,11,0,0,3,2,1
71.28,1.5,20.81,98.6,0.2,38.1,0.0,1014.8,11,0,0,3,2,1
72.61,1.53,20.84,98.12,0.23,65.68,0.0,1014.7,11,0,0,3,2,1
72.86,1.51,20.8,97.68,0.24,96.28,0.0,1014.6,11,0,1,3,2,1
72.86,1.49,20.72,98.19,0.25,72.97,0.0,1014.5,11,0,1,3,2,1
72.86,1.47,20.76,97.43,0.19,57.22,0.0,1014.4,11,0,1,3,2,1
81.24,1.46,20.63,97.8,0.22,68.0,0.0,1014.3,11,0,1,3,2,1
82.79,1.45,20.46,98.35,0.24,58.31,0.0,1014.2,11,0,2,3,2,1
82.79,1.43,20.33,98.91,0.28,57.63,0.0,1014.2,11,0,2,3,2,1
82.79,1.4,20.32,98.65,0.33,66.35,0.0,1014.1,11,0,2,3,2,1
79.28,1.4,20.08,99.32,0.28,71.42,0.0,1014.0,11,0,2,3,2,1
78.63,1.39,19.98,99.35,0.27,48.82,0.0,1014.0,11,0,3,3,2,1
78.63,1.38,19.96,99.31,0.26,40.71,0.0,1014.0,11,0,3,3,2,1
78.63,1.37,20.04,98.6,0.28,31.59,0.0,1014.2,11,0,3,3,2,1
85.72,1.37,20.06,98.2,0.26,55.8,0.0,1014.2,11,0,3,3,2,1
87.03,1.36,20.07,97.44,0.29,27.56,0.0,1014.3,11,0,4,3,2,1
87.03,1.36,20.35,94.13,0.28,32.84,0.0,1014.4,11,0,4,3,2,1
87.03,1.37,20.5,92.47,0.24,28.36,0.0,1014.5,11,0,4,3,2,1
80.16,1.39,20.72,91.4,0.23,24.66,0.0,1014.6,11,0,4,3,2,1
78.9,1.38,20.1,95.42,0.28,60.88,0.0,1014.8,11,0,5,3,2,1
78.9,1.38,19.68,97.99,0.21,35.11,0.0,1015.0,11,0,5,3,2,1
78.9,1.38,19.6,98.6,0.2,39.0,0.0,1015.2,11,0,5,3,2,1
76.33,1.4,19.51,99.27,0.21,52.3,0.0,1015.4,11,0,5,3,2,1
75.86,1.39,19.43,99.35,0.25,26.76,0.0,1015.6,11,0,6,3,2,1
75.86,1.49,19.52,99.33,0.25,35.3,0.0,1015.7,11,0,6,3,2,1
75.86,1.53,19.9,98.38,0.24,36.24,0.0,1016.0,11,0,6,3,2,1
93.6,1.57,20.38,96.14,0.29,46.5,0.0,1016.2,11,0,6,3,3,1
96.87,1.54,20.79,94.48,0.28,40.56,0.0,1016.3,11,0,7,3,3,1
96.87,1.57,21.32,92.08,0.28,42.6,0.0,1016.5,11,0,7,3,3,1
96.87,1.6,21.97,88.59,0.29,21.81,0.0,1016.8,11,0,7,3,3,1
97.77,1.66,22.67,86.35,0.24,26.21,0.0,1016.9,11,0,7,3,3,1
97.93,1.71,23.39,82.99,0.19,48.33,0.0,1017.0,11,0,8,3,3,1
97.93,1.75,24.19,76.09,0.16,340.25,0.0,1017.1,11,0,8,3,3,1
97.93,1.75,24.82,73.09,0.39,20.64,0.0,1017.2,11,0,8,3,3,1
100.13,1.92,25.32,70.65,0.54,24.21,0.0,1017.2,11,0,8,3,3,1
100.53,2.16,25.87,69.65,0.54,16.97,0.0,1017.3,11,0,9,3,3,2
100.53,1.55,26.46,65.46,0.89,39.93,0.0,1017.2,11,0,9,3,3,1
100.53,1.16,26.98,57.72,0.71,28.19,0.0,1017.1,11,0,9,3,3,1
90.79,1.1,27.26,56.49,0.77,16.64,0.0,1016.9,11,0,9,3,3,1
88.99,1.09,27.66,54.62,0.55,21.56,0.0,1016.6,11,0,10,3,2,1
88.99,1.1,27.95,48.76,0.96,22.66,0.0,1016.4,11,0,10,3,2,1
88.99,0.8,28.42,43.23,0.48,32.49,0.0,1016.1,11,0,10,3,2,0
85.58,0.85,28.11,44.04,1.09,21.9,0.0,1015.9,11,0,10,3,2,0
85.04,0.71,28.46,42.87,0.8,5.91,0.0,1015.6,11,0,11,3,2,0
85.04,0.71,28.46,44.92,0.56,350.05,0.0,1015.3,11,0,11,3,2,0
85.04,0.68,28.78,43.05,0.92,28.06,0.0,1015.0,11,0,11,3,2,0
80.6,0.67,29.39,40.7,0.74,14.01,0.0,1014.7,11,0,11,3,2,0
79.79,0.6,29.43,40.19,0.52,31.11,0.0,1014.5,11,0,12,3,2,0
79.79,0.58,29.33,39.68,1.17,26.47,0.0,1014.3,11,0,12,3,2,0
79.79,0.58,28.93,41.84,0.54,28.52,0.0,1014.0,11,0,12,3,2,0
77.07,0.59,28.76,42.4,0.38,0.44,0.0,1013.7,11,0,12,3,2,0
76.57,0.57,29.12,42.51,0.89,18.32,0.0,1013.4,11,0,13,3,2,0
76.57,0.61,29.55,42.23,0.67,31.46,0.0,1013.2,11,0,13,3,2,0
76.57,0.58,29.18,42.81,0.55,25.83,0.0,1013.0,11,0,13,3,2,0
62.6,0.59,28.98,44.69,0.38,36.71,0.0,1012.9,11,0,13,3,2,0
60.03,0.6,28.66,46.33,0.57,9.75,0.0,1012.8,11,0,14,3,2,0
60.03,0.6,28.29,48.94,0.71,3.88,0.0,1012.7,11,0,14,3,2,0
60.03,0.67,28.19,50.52,0.45,2.41,0.0,1012.7,11,0,14,3,2,0
56.78,0.63,27.91,52.48,0.21,10.36,0.0,1012.5,11,0,14,3,1,0
56.19,0.74,27.35,59.76,0.29,6.53,0.0,1012.5,11,0,15,3,1,0
56.19,0.72,27.5,60.08,0.24,357.84,0.0,1012.5,11,0,15,3,1,0
56.19,0.74,27.5,60.36,0.26,358.42,0.0,1012.6,11,0,15,3,1,0
66.65,0.79,26.69,63.01,0.57,3.55,0.0,1012.6,11,0,15,3,2,0
68.57,0.77,25.92,66.0,0.43,1.85,0.0,1012.6,11,0,16,3,2,0
68.57,0.78,25.53,68.14,0.38,2.66,0.0,1012.7,11,0,16,3,2,0
68.57,0.92,25.08,73.71,0.36,4.01,0.0,1012.8,11,0,16,3,2,0
83.4,0.9,24.58,76.22,0.33,4.13,0.0,1013.0,11,0,16,3,2,0
86.13,0.91,24.12,78.16,0.29,8.12,0.0,1013.0,11,0,17,3,2,0
86.13,0.92,23.76,81.06,0.31,6.04,0.0,1013.1,11,0,17,3,2,0
86.13,1.03,23.46,84.19,0.34,5.92,0.0,1013.2,11,0,17,3,2,1
107.33,1.07,23.26,85.85,0.31,4.89,0.0,1013.3,11,0,17,3,3,1
111.23,1.13,23.34,84.53,0.32,0.09,0.0,1013.5,11,0,18,3,3,1
111.23,1.5,23.31,82.98,0.46,2.54,0.0,1013.7,11,0,18,3,3,1
111.23,1.43,22.85,86.16,0.43,7.1,0.0,1013.8,11,0,18,3,3,1
105.62,1.37,22.7,87.12,0.42,4.85,0.0,1013.9,11,0,18,3,3,1
104.59,1.33,22.56,87.58,0.3,2.34,0.0,1014.1,11,0,19,3,3,1
104.59,1.39,22.44,88.31,0.4,1.28,0.0,1014.3,11,0,19,3,3,1
104.59,1.34,22.37,87.76,0.33,4.0,0.0,1014.6,11,0,19,3,3,1
96.68,1.36,22.36,88.33,0.29,4.74,0.0,1014.7,11,0,19,3,3,1
95.22,1.54,22.26,89.85,0.38,3.26,0.0,1014.8,11,0,20,3,3,1
95.22,1.45,22.12,90.14,0.43,3.48,0.0,1014.9,11,0,20,3,3,1
95.22,1.45,21.98,89.34,0.29,0.35,0.0,1015.1,11,0,20,3,3,1
96.6,1.47,21.99,88.51,0.29,0.96,0.0,1015.0,11,0,20,3,3,1
96.86,1.48,21.84,89.54,0.32,0.99,0.0,1015.1,11,0,21,3,3,1
96.86,1.47,21.77,89.35,0.29,1.84,0.0,1015.1,11,0,21,3,3,1
96.86,1.47,21.64,90.52,0.29,1.16,0.0,1015.1,11,0,21,3,3,1
88.51,1.46,21.57,90.32,0.4,2.96,0.0,1015.1,11,0,21,3,2,1
86.97,1.46,21.4,90.21,0.49,2.08,0.0,1015.1,11,0,22,3,2,1
86.97,1.46,21.26,89.99,0.31,1.25,0.0,1015.1,11,0,22,3,2,1
86.97,1.46,21.34,92.12,0.25,359.16,0.0,1015.1,11,0,22,3,2,1
79.69,1.49,21.27,92.23,0.34,344.95,0.0,1015.1,11,0,22,3,2,1
78.35,1.54,21.25,92.5,0.22,351.8,0.0,1015.1,11,0,23,3,2,1
78.35,1.56,21.19,92.86,0.29,1.57,0.0,1015.1,11,0,23,3,2,1
78.35,1.57,21.18,93.0,0.28,0.35,0.0,1014.9,11,0,23,3,2,1
73.84,1.43,20.88,95.01,0.29,359.05,0.0,1014.8,11,1,0,3,2,1
73.84,1.49,20.75,94.73,0.39,2.94,0.0,1014.6,11,1,0,3,2,1
73.84,1.47,20.68,95.66,0.3,3.52,0.0,1014.5,11,1,0,3,2,1
74.29,1.49,20.53,97.0,0.29,3.23,0.0,1014.4,11,1,0,3,2,1
74.38,1.5,20.4,97.93,0.31,85.96,0.0,1014.3,11,1,1,3,2,1
74.38,1.5,20.31,98.33,0.28,76.87,0.0,1014.2,11,1,1,3,2,1
74.38,1.5,20.25,97.81,0.24,55.83,0.0,1014.1,11,1,1,3,2,1
67.97,1.5,20.15,97.51,0.25,46.91,0.0,1014.0,11,1,1,3,2,1
66.79,1.49,20.1,96.34,0.28,60.42,0.0,1014.0,11,1,2,3,2,1
66.79,1.48,20.18,94.95,0.29,60.19,0.0,1013.9,11,1,2,3,2,1
66.79,1.49,20.66,90.16,0.36,53.84,0.0,1013.9,11,1,2,3,2,1
71.71,1.49,20.63,90.09,0.28,44.67,0.0,1013.9,11,1,2,3,2,1
72.62,1.5,20.83,89.79,0.29,62.05,0.0,1013.9,11,1,3,3,2,1
72.62,1.54,20.84,89.67,0.37,60.04,0.0,1013.9,11,1,3,3,2,1
72.62,1.58,20.86,89.95,0.23,41.89,0.0,1013.9,11,1,3,3,2,1
79.03,1.6,20.7,90.4,0.25,14.49,0.0,1013.9,11,1,3,3,2,1
80.21,1.6,20.68,90.2,0.28,16.62,0.0,1014.0,11,1,4,3,2,1
80.21,1.57,20.63,90.45,0.26,22.05,0.0,1014.2,11,1,4,3,2,1
80.21,1.56,20.53,90.79,0.26,20.08,0.0,1014.3,11,1,4,3,2,1
83.23,1.56,20.49,90.81,0.26,20.73,0.0,1014.6,11,1,4,3,2,1
83.78,1.56,20.2,93.12,0.26,36.07,0.0,1014.9,11,1,5,3,2,1
83.78,1.56,19.94,94.83,0.3,28.32,0.0,1015.1,11,1,5,3,2,1
83.78,1.56,19.93,94.79,0.32,26.99,0.0,1015.4,11,1,5,3,2,1
93.3,1.54,19.97,94.92,0.28,24.62,0.0,1015.5,11,1,5,3,3,1
95.05,1.47,19.97,95.11,0.28,17.89,0.0,1015.8,11,1,6,3,3,1
95.05,1.55,20.15,94.49,0.24,30.28,0.0,1016.0,11,1,6,3,3,1
95.05,1.53,20.4,93.75,0.25,34.35,0.0,1016.1,11,1,6,3,3,1
105.75,1.51,20.77,92.52,0.22,42.82,0.0,1016.3,11,1,6,3,3,1
107.72,1.49,21.26,90.41,0.16,358.07,0.0,1016.5,11,1,7,3,3,1
107.72,1.49,21.77,87.79,0.22,14.7,0.0,1016.9,11,1,7,3,3,1
107.72,1.39,22.37,85.52,0.19,337.17,0.0,1017.0,11,1,7,3,3,1
87.78,1.33,22.8,83.2,0.16,304.51,0.0,1017.2,11,1,7,3,2,1
84.11,1.31,23.39,81.05,0.26,351.63,0.0,1017.3,11,1,8,3,2,1
84.11,1.27,23.87,79.33,0.38,17.5,0.0,1017.5,11,1,8,3,2,1
84.11,1.24,24.27,77.82,0.8,22.02,0.0,1017.6,11,1,8,3,2,1
84.11,1.19,24.78,76.84,0.64,19.96,0.0,1017.8,11,1,8,3,2,1
84.11,1.15,25.39,75.08,0.33,354.92,0.0,1017.7,11,1,9,3,2,1
84.11,1.11,25.8,73.55,0.9,18.44,0.0,1017.6,11,1,9,3,2,1
84.11,1.01,26.31,71.32,0.75,23.19,0.0,1017.5,11,1,9,3,2,1
78.68,0.97,26.75,69.73,0.93,18.93,0.0,1017.2,11,1,9,3,2,0
77.68,0.93,26.79,70.12,0.7,36.53,0.0,1017.0,11,1,10,3,2,0
77.68,0.86,27.19,70.14,0.84,28.1,0.0,1016.8,11,1,10,3,2,0
77.68,0.88,27.0,71.04,0.94,32.35,0.0,1016.6,11,1,10,3,2,0
74.15,0.8,27.38,68.4,1.2,30.51,0.0,1016.3,11,1,10,3,2,0
24.05,0.62,27.67,71.72,0.75,19.18,0.4,1014.4,11,1,12,3,0,0
24.05,0.54,27.5,69.68,0.67,40.64,0.2,1014.1,11,1,12,3,0,0
24.05,0.55,26.71,75.91,0.36,29.41,0.2,1013.9,11,1,13,3,0,0
24.05,0.56,26.63,74.64,0.39,35.74,0.2,1013.7,11,1,13,3,0,0
24.85,0.55,27.44,71.94,0.26,8.62,0.2,1013.5,11,1,13,3,0,0
26.38,0.54,27.6,67.82,0.99,26.89,0.2,1013.3,11,1,13,3,0,0
26.38,0.55,26.9,72.81,0.34,38.73,0.0,1013.3,11,1,14,3,0,0
26.38,0.56,26.64,75.8,0.26,357.44,0.0,1013.2,11,1,14,3,0,0
25.18,0.57,27.21,69.74,0.62,28.84,0.0,1013.1,11,1,14,3,0,0
22.9,0.57,26.6,74.55,0.41,27.2,0.2,1013.0,11,1,14,3,0,0
22.9,0.58,25.83,78.21,0.3,6.6,0.0,1012.9,11,1,15,3,0,0
22.9,0.6,25.5,80.53,0.17,353.35,0.0,1012.8,11,1,15,3,0,0
24.34,0.67,25.59,80.77,0.26,8.85,0.0,1012.8,11,1,15,3,0,0
27.09,0.73,25.52,82.6,0.18,356.52,0.0,1012.8,11,1,15,3,0,0
27.09,0.74,24.82,88.58,0.26,8.39,0.0,1012.8,11,1,16,3,0,0
27.09,0.74,24.42,90.19,0.27,24.98,0.0,1012.8,11,1,16,3,0,0
27.64,0.74,24.49,89.8,0.27,6.84,0.0,1013.0,11,1,16,3,0,0
28.68,0.83,23.96,93.81,0.29,11.25,0.0,1013.0,11,1,16,3,0,0
28.68,1.1,23.96,92.1,0.43,6.59,0.0,1013.0,11,1,17,3,0,1
28.68,0.97,23.74,92.23,0.32,4.94,0.2,1013.1,11,1,17,3,0,0
33.06,0.93,23.48,93.32,0.36,9.43,0.0,1013.3,11,1,17,3,1,0
41.41,0.98,23.31,94.7,0.49,10.9,0.0,1013.4,11,1,17,3,1,0
41.41,0.91,23.3,94.4,0.51,9.19,0.0,1013.6,11,1,18,3,1,0
41.41,0.97,23.21,94.47,0.69,5.86,0.0,1013.8,11,1,18,3,1,0
44.69,1.03,23.07,95.42,0.59,3.84,0.0,1013.9,11,1,18,3,1,1
50.94,1.04,22.96,95.84,0.44,4.31,0.0,1014.0,11,1,18,3,1,1
50.94,1.05,22.9,95.39,0.32,7.99,0.0,1014.2,11,1,19,3,1,1
50.94,1.08,22.77,96.18,0.5,3.71,0.0,1014.4,11,1,19,3,1,1
50.61,1.1,22.68,95.69,0.52,1.19,0.0,1014.5,11,1,19,3,1,1
49.99,1.06,22.51,94.97,0.68,3.13,0.0,1014.7,11,1,19,3,1,1
49.99,1.06,22.3,96.58,0.62,4.04,0.0,1014.9,11,1,20,3,1,1
49.99,1.12,22.27,97.41,0.71,3.22,0.0,1015.1,11,1,20,3,1,1
51.94,1.12,22.15,96.34,0.69,4.48,0.0,1015.3,11,1,20,3,1,1
55.63,1.13,22.19,95.71,0.48,4.14,0.0,1015.3,11,1,20,3,1,1
55.63,1.11,22.19,94.8,0.41,4.5,0.0,1015.3,11,1,21,3,1,1
55.63,1.14,22.04,94.68,0.4,5.94,0.0,1015.4,11,1,21,3,1,1
56.6,1.17,21.82,94.65,0.38,3.79,0.0,1015.4,11,1,21,3,1,1
58.44,1.1,21.74,94.49,0.31,3.97,0.0,1015.4,11,1,21,3,1,1
58.44,1.09,21.61,95.36,0.36,1.93,0.0,1015.3,11,1,22,3,1,1
58.44,1.05,21.58,95.87,0.28,8.51,0.0,1015.3,11,1,22,3,1,1
58.35,1.08,21.43,96.67,0.3,2.22,0.0,1015.3,11,1,22,3,1,1
58.16,1.04,21.37,96.89,0.36,4.3,0.0,1015.2,11,1,22,3,1,1
58.16,1.03,21.19,97.8,0.29,2.25,0.0,1015.1,11,1,23,3,1,1
58.16,1.02,21.07,98.34,0.29,0.87,0.0,1015.0,11,1,23,3,1,1
58.23,1.01,21.01,98.27,0.33,3.59,0.0,1014.9,11,1,23,3,1,1
58.37,0.94,20.81,99.16,0.3,1.87,0.0,1014.8,11,2,0,3,1,0
58.37,0.96,20.72,99.35,0.28,1.37,0.2,1014.8,11,2,0,3,1,0
58.34,0.95,20.65,99.35,0.29,1.42,0.0,1014.8,11,2,0,3,1,0
58.28,0.93,20.61,99.35,0.26,350.03,0.0,1014.7,11,2,0,3,1,0
58.28,0.91,20.58,99.35,0.25,43.7,0.0,1014.6,11,2,1,3,1,0
58.28,0.86,20.6,99.31,0.21,59.36,0.0,1014.5,11,2,1,3,1,0
57.65,0.88,20.67,99.29,0.26,64.7,0.0,1014.4,11,2,1,3,1,0
56.45,0.9,20.52,99.36,0.2,61.67,0.0,1014.4,11,2,1,3,1,0
56.45,0.91,20.45,99.36,0.21,62.24,0.0,1014.3,11,2,2,3,1,0
56.45,0.91,20.28,99.37,0.25,70.79,0.0,1014.3,11,2,2,3,1,0
56.61,0.91,20.22,99.37,0.28,46.9,0.0,1014.2,11,2,2,3,1,0
56.92,0.92,20.34,99.36,0.45,49.02,0.0,1014.2,11,2,2,3,1,0
