PM2.5 (µg/m³),CO (mg/m³),AT (°C),RH (%),WS (m/s),WD (deg),TOT-RF (mm),BP (mmHg),month,weekday,hour,season,AQI_PM_2_5,AQI_CO
74.97,1.15,11.97,99.34,0.62,65.41,0.0,1022.0,1,2,7,0,2,1
74.97,1.17,12.2,98.68,0.69,72.67,0.0,1022.2,1,2,7,0,2,1
77.95,1.19,12.34,97.59,0.95,65.37,0.0,1022.3,1,2,8,0,2,1
83.9,1.2,12.48,96.41,1.24,74.66,0.0,1022.5,1,2,8,0,2,1
83.9,1.2,12.83,94.91,1.13,80.84,0.0,1022.7,1,2,8,0,2,1
83.9,1.18,13.3,93.13,0.81,63.78,0.0,1022.9,1,2,8,0,2,1
83.13,1.14,13.55,91.37,1.11,73.93,0.0,1022.9,1,2,9,0,2,1
81.59,1.09,13.6,92.84,1.11,87.85,0.0,1022.8,1,2,9,0,2,1
81.59,1.07,13.9,91.78,0.72,94.94,0.0,1022.7,1,2,9,0,2,1
81.59,1.05,14.48,87.8,0.79,73.76,0.0,1022.6,1,2,9,0,2,1
78.35,1.03,14.99,84.37,0.96,63.12,0.0,1022.4,1,2,10,0,2,1
71.87,1.02,15.25,86.07,0.69,1.96,0.0,1022.1,1,2,10,0,2,1
71.87,1.01,15.91,81.42,0.84,32.36,0.0,1021.8,1,2,10,0,2,1
71.87,1.0,16.48,78.63,0.57,347.3,0.0,1021.5,1,2,10,0,2,0
71.02,0.98,17.18,73.76,1.11,7.3,0.0,1021.1,1,2,11,0,2,0
69.32,0.94,17.33,75.9,1.04,0.88,0.0,1020.9,1,2,11,0,2,0
69.32,0.92,17.48,73.8,1.2,8.77,0.0,1020.5,1,2,11,0,2,0
69.32,0.92,18.48,69.09,0.62,25.62,0.0,1020.2,1,2,11,0,2,0
71.36,0.82,19.11,66.52,1.04,20.42,0.0,1019.8,1,2,12,0,2,0
75.43,0.85,19.18,65.72,1.35,24.23,0.0,1019.5,1,2,12,0,2,0
75.43,0.85,19.88,62.27,1.13,27.34,0.0,1019.3,1,2,12,0,2,0
75.43,0.83,20.3,60.06,1.21,26.16,0.0,1019.0,1,2,12,0,2,0
76.02,0.8,19.79,64.44,1.27,22.94,0.0,1018.7,1,2,13,0,2,0
77.2,0.8,20.36,59.31,1.09,23.54,0.0,1018.4,1,2,13,0,2,0
77.2,0.79,20.97,58.38,0.7,24.69,0.0,1018.2,1,2,13,0,2,0
77.2,0.79,21.17,57.44,1.03,18.02,0.0,1018.0,1,2,13,0,2,0
74.94,0.79,20.8,60.62,0.98,36.53,0.0,1017.8,1,2,14,0,2,0
70.43,0.78,21.07,58.58,0.74,18.85,0.2,1017.6,1,2,14,0,2,0
70.43,0.77,21.11,57.92,0.91,39.69,0.0,1017.6,1,2,14,0,2,0
70.43,0.77,21.14,57.88,0.52,30.41,0.0,1017.5,1,2,14,0,2,0
68.73,0.75,20.21,64.77,0.62,36.15,0.0,1017.4,1,2,15,0,2,0
65.32,0.74,20.01,63.9,0.13,344.48,0.0,1017.3,1,2,15,0,2,0
65.32,0.72,20.1,61.44,0.35,97.32,0.0,1017.2,1,2,15,0,2,0
65.32,0.71,20.07,60.79,0.32,94.48,0.0,1017.3,1,2,15,0,2,0
67.11,0.73,19.73,64.07,0.12,23.77,0.0,1017.4,1,2,16,0,2,0
70.68,0.73,19.37,65.33,0.21,81.59,0.0,1017.4,1,2,16,0,2,0
70.68,0.75,19.02,67.06,0.17,34.67,0.0,1017.6,1,2,16,0,2,0
70.68,0.78,18.62,69.08,0.15,72.01,0.0,1017.7,1,2,16,0,2,0
71.61,0.79,17.83,75.59,0.22,41.39,0.0,1017.8,1,2,17,0,2,0
73.48,0.82,17.57,75.9,0.18,58.9,0.0,1017.9,1,2,17,0,2,0
73.48,0.86,17.41,77.12,0.25,50.75,0.0,1018.1,1,2,17,0,2,0
73.48,0.94,16.81,83.02,0.33,45.09,0.0,1018.3,1,2,17,0,2,0
75.08,0.9,16.45,84.06,0.47,55.21,0.0,1018.5,1,2,18,0,2,0
78.27,0.92,16.22,84.51,0.46,52.51,0.0,1018.7,1,2,18,0,2,0
78.27,0.92,16.19,83.37,0.84,61.19,0.0,1018.9,1,2,18,0,2,0
78.27,0.91,15.96,83.11,1.32,65.96,0.0,1019.0,1,2,18,0,2,0
74.8,0.92,15.8,82.58,1.25,68.41,0.0,1019.2,1,2,19,0,2,0
67.86,0.92,15.54,83.13,1.36,67.45,0.0,1019.4,1,2,19,0,2,0
67.86,0.9,15.34,83.89,1.48,65.69,0.0,1019.6,1,2,19,0,2,0
67.86,0.91,15.11,85.06,1.35,69.28,0.0,1019.8,1,2,19,0,2,0
67.87,0.92,14.58,89.33,1.38,64.69,0.0,1019.9,1,2,20,0,2,0
67.89,0.93,14.55,89.33,0.84,75.5,0.0,1020.1,1,2,20,0,2,0
67.89,0.94,14.39,90.18,0.97,81.79,0.0,1020.3,1,2,20,0,2,0
67.89,0.93,14.18,90.84,1.0,80.01,0.0,1020.5,1,2,20,0,2,0
65.86,0.93,13.94,91.8,1.17,75.64,0.0,1020.5,1,2,21,0,2,0
61.8,0.95,13.76,92.66,1.23,70.25,0.0,1020.5,1,2,21,0,2,0
61.8,0.95,13.68,93.39,0.6,73.73,0.0,1020.6,1,2,21,0,2,0
61.8,0.97,13.59,94.16,0.61,82.24,0.0,1020.7,1,2,21,0,2,0
64.52,0.98,13.58,94.41,0.69,97.96,0.0,1020.6,1,2,22,0,2,0
69.94,0.98,13.5,94.78,0.89,77.82,0.0,1020.7,1,2,22,0,2,0
69.94,0.96,13.37,95.53,0.79,61.93,0.0,1020.6,1,2,22,0,2,0
69.94,0.95,13.27,95.96,0.84,72.68,0.0,1020.5,1,2,22,0,2,0
66.68,0.94,13.2,96.15,0.92,82.08,0.0,1020.5,1,2,23,0,2,0
60.16,0.93,13.15,96.1,1.06,81.47,0.0,1020.5,1,2,23,0,2,0
60.16,0.93,13.01,96.05,0.9,80.67,0.0,1020.5,1,2,23,0,2,0
63.95,0.83,12.84,93.77,0.48,81.04,0.0,1020.5,1,3,0,0,2,0
71.54,0.89,12.76,92.22,0.8,69.21,0.0,1020.3,1,3,0,0,2,0
71.54,0.87,12.66,91.55,0.87,72.17,0.0,1020.2,1,3,0,0,2,0
71.54,0.86,12.52,91.97,0.64,93.41,0.2,1020.1,1,3,0,0,2,0
65.14,0.85,12.49,91.81,0.96,78.9,0.0,1020.1,1,3,1,0,2,0
52.34,0.84,12.44,91.41,1.1,72.74,0.0,1019.9,1,3,1,0,1,0
52.34,0.83,12.3,91.55,1.15,85.59,0.0,1019.9,1,3,1,0,1,0
52.34,0.85,12.11,91.94,1.21,64.42,0.0,1020.0,1,3,1,0,1,0
51.53,0.84,11.95,92.74,1.08,80.77,0.0,1019.9,1,3,2,0,1,0
49.92,0.83,11.83,93.33,1.16,78.6,0.0,1020.1,1,3,2,0,1,0
49.92,0.81,11.74,93.74,0.85,80.84,0.0,1019.9,1,3,2,0,1,0
49.92,0.8,11.62,94.35,0.45,86.2,0.0,1019.9,1,3,2,0,1,0
49.88,0.8,11.48,95.15,0.68,84.52,0.0,1019.8,1,3,3,0,1,0
49.8,0.79,11.4,95.56,0.89,80.86,0.0,1019.8,1,3,3,0,1,0
49.8,0.8,11.33,95.86,0.99,81.48,0.0,1019.9,1,3,3,0,1,0
49.8,0.8,11.3,96.03,0.82,76.76,0.0,1019.8,1,3,3,0,1,0
49.0,0.8,11.31,96.0,0.9,75.11,0.0,1019.9,1,3,4,0,1,0
47.4,0.79,11.28,95.91,1.09,78.74,0.0,1019.9,1,3,4,0,1,0
47.4,0.79,11.27,95.75,1.0,73.5,0.0,1020.1,1,3,4,0,1,0
47.4,0.81,11.22,95.71,1.07,79.91,0.0,1020.2,1,3,4,0,1,0
48.7,0.8,11.21,95.62,0.69,78.69,0.0,1020.5,1,3,5,0,1,0
51.31,0.8,11.22,95.34,0.69,75.63,0.0,1020.7,1,3,5,0,1,0
51.31,0.8,11.11,95.34,0.9,72.0,0.0,1021.1,1,3,5,0,1,0
51.31,0.8,11.08,95.29,1.13,70.87,0.0,1021.1,1,3,5,0,1,0
52.81,0.81,11.01,95.56,0.56,80.49,0.0,1021.3,1,3,6,0,1,0
55.79,0.84,10.97,95.54,0.63,75.54,0.0,1021.4,1,3,6,0,1,0
55.79,0.85,10.89,96.4,0.56,92.39,0.0,1021.7,1,3,6,0,1,0
55.79,0.87,10.87,96.42,0.91,76.54,0.0,1022.0,1,3,6,0,1,0
58.07,0.91,10.97,96.43,0.84,82.05,0.0,1022.1,1,3,7,0,1,0
62.63,0.98,11.11,95.99,1.44,76.22,0.0,1022.2,1,3,7,0,2,0
62.63,1.01,11.32,95.19,1.24,74.56,0.0,1022.4,1,3,7,0,2,1
62.63,1.03,11.47,94.64,1.38,65.5,0.0,1022.7,1,3,7,0,2,1
65.29,1.03,11.77,93.41,1.24,71.46,0.0,1022.9,1,3,8,0,2,1
70.61,1.04,12.08,91.97,1.17,72.24,0.0,1023.1,1,3,8,0,2,1
70.61,1.02,12.53,89.85,0.98,61.15,0.0,1023.2,1,3,8,0,2,1
70.61,0.99,12.81,87.78,1.78,69.8,0.0,1023.3,1,3,8,0,2,0
67.49,0.93,13.04,86.0,1.81,74.87,0.0,1023.3,1,3,9,0,2,0
61.23,0.94,13.02,90.8,0.77,74.22,0.0,1023.4,1,3,9,0,2,0
61.23,0.91,13.65,85.21,1.15,71.38,0.0,1023.5,1,3,9,0,2,0
61.23,0.88,14.08,82.08,1.14,81.47,0.0,1023.4,1,3,9,0,2,0
64.42,0.89,14.74,78.69,1.18,80.36,0.0,1023.2,1,3,10,0,2,0
70.79,0.88,14.41,83.21,1.05,82.22,0.0,1023.1,1,3,10,0,2,0
70.79,0.86,15.11,78.58,1.29,80.07,0.0,1022.9,1,3,10,0,2,0
70.79,0.84,15.68,77.48,0.59,85.2,0.0,1022.6,1,3,10,0,2,0
70.79,0.83,16.43,72.33,0.9,64.57,0.0,1022.3,1,3,11,0,2,0
77.25,0.73,20.23,59.05,0.58,12.13,0.0,1018.7,1,3,15,0,2,0
77.25,0.72,20.04,57.29,0.7,25.08,0.0,1018.7,1,3,15,0,2,0
100.9,0.7,19.54,60.38,0.49,21.14,0.0,1018.7,1,3,15,0,3,0
96.99,0.7,19.38,60.96,0.31,7.82,0.0,1018.7,1,3,16,0,3,0
96.99,0.71,19.22,61.06,0.33,15.29,0.0,1018.8,1,3,16,0,3,0
96.99,0.75,18.82,65.27,0.27,29.47,0.0,1018.9,1,3,16,0,3,0
96.99,0.94,17.84,71.24,0.25,37.04,0.0,1019.0,1,3,16,0,3,0
97.02,1.05,17.38,72.91,0.28,35.58,0.0,1019.1,1,3,17,0,3,1
97.02,0.95,17.08,73.35,0.28,12.62,0.0,1019.3,1,3,17,0,3,0
97.02,0.92,16.84,74.86,0.27,31.25,0.0,1019.3,1,3,17,0,3,0
96.56,0.92,16.63,77.32,0.25,20.93,0.0,1019.6,1,3,17,0,3,0
86.75,0.92,16.24,78.11,0.3,20.74,0.0,1019.7,1,3,18,0,2,0
86.75,0.99,16.23,77.15,0.31,26.1,0.0,1019.9,1,3,18,0,2,0
86.75,1.02,16.35,73.94,1.61,6.18,0.0,1020.1,1,3,18,0,2,1
87.37,1.02,15.72,78.62,1.46,13.71,0.0,1020.2,1,3,18,0,2,1
100.82,1.01,15.26,79.95,1.45,15.7,0.0,1020.3,1,3,19,0,3,1
100.82,0.99,14.99,80.46,1.28,12.35,0.0,1020.5,1,3,19,0,3,0
100.82,0.98,14.78,80.65,1.15,11.93,0.0,1020.8,1,3,19,0,3,0
100.61,0.97,14.35,83.79,1.08,3.94,0.2,1020.8,1,3,19,0,3,0
96.05,0.97,13.85,86.8,0.64,13.84,0.0,1021.1,1,3,20,0,3,0
96.05,0.97,13.9,84.64,1.02,11.36,0.0,1021.1,1,3,20,0,3,0
96.05,0.96,13.77,82.31,1.08,10.74,0.0,1021.2,1,3,20,0,3,0
96.03,0.93,13.53,82.35,1.0,6.41,0.0,1021.3,1,3,20,0,3,0
95.47,0.91,13.34,82.58,1.47,11.59,0.0,1021.4,1,3,21,0,3,0
95.47,0.91,13.13,83.4,1.0,10.17,0.0,1021.4,1,3,21,0,3,0
95.47,0.9,12.78,84.82,0.8,9.79,0.0,1021.5,1,3,21,0,3,0
95.62,0.87,12.45,85.96,0.98,10.03,0.0,1021.7,1,3,21,0,3,0
99.03,0.85,12.2,86.96,0.88,14.86,0.0,1021.7,1,3,22,0,3,0
99.03,0.86,12.0,88.32,0.58,26.03,0.0,1021.5,1,3,22,0,3,0
99.03,0.87,11.76,89.56,0.34,15.38,0.0,1021.5,1,3,22,0,3,0
98.81,0.86,11.57,90.32,0.53,28.58,0.0,1021.4,1,3,22,0,3,0
93.97,0.87,11.32,91.71,0.44,3.09,0.0,1021.4,1,3,23,0,3,0
93.97,0.91,11.07,92.96,0.46,16.29,0.0,1021.4,1,3,23,0,3,0
93.97,0.97,10.97,93.23,0.66,18.91,0.0,1021.4,1,3,23,0,3,0
95.47,0.91,10.68,94.48,0.76,13.57,0.0,1021.1,1,4,0,0,3,0
95.47,0.98,10.53,95.2,1.36,13.94,0.0,1021.0,1,4,0,0,3,0
95.65,1.0,10.11,97.08,1.48,11.67,0.0,1021.0,1,4,0,0,3,0
98.75,1.03,9.91,97.92,0.68,98.76,0.0,1020.8,1,4,1,0,3,1
98.75,1.0,9.63,98.75,0.83,93.57,0.0,1020.6,1,4,1,0,3,0
98.75,0.98,9.37,99.32,0.95,91.48,0.0,1020.5,1,4,1,0,3,0
98.55,0.92,9.01,99.35,0.85,95.6,0.0,1020.4,1,4,1,0,3,0
94.21,0.87,8.71,99.35,1.16,85.28,0.0,1020.2,1,4,2,0,3,0
94.21,0.85,8.62,99.36,0.66,63.53,0.0,1020.1,1,4,2,0,3,0
94.21,0.83,8.61,99.36,0.39,73.03,0.0,1020.2,1,4,2,0,3,0
93.86,0.81,8.66,99.36,0.46,82.19,0.0,1020.2,1,4,2,0,3,0
86.2,0.8,8.7,99.36,0.57,69.18,0.0,1020.2,1,4,3,0,2,0
86.2,0.79,8.75,99.36,0.54,108.79,0.0,1019.9,1,4,3,0,2,0
86.2,0.79,8.72,99.36,0.6,80.6,0.0,1019.9,1,4,3,0,2,0
86.05,0.82,8.68,99.36,0.93,74.05,0.0,1019.8,1,4,3,0,2,0
82.8,0.84,8.6,99.36,0.43,78.13,0.2,1019.9,1,4,4,0,2,0
82.8,0.85,8.61,99.36,0.58,82.38,0.0,1019.9,1,4,4,0,2,0
82.8,0.88,8.62,99.36,0.51,66.12,0.0,1019.9,1,4,4,0,2,0
83.05,0.88,8.61,99.35,0.46,57.3,0.0,1020.1,1,4,4,0,2,0
88.34,0.87,8.54,99.35,0.31,38.13,0.0,1020.2,1,4,5,0,2,0
88.34,0.87,8.51,99.35,0.39,64.44,0.0,1020.3,1,4,5,0,2,0
88.34,0.88,8.49,99.35,0.67,70.97,0.0,1020.4,1,4,5,0,2,0
88.45,0.88,8.43,99.35,0.34,77.93,0.0,1020.5,1,4,5,0,2,0
91.48,0.86,8.38,99.35,0.44,81.62,0.0,1020.7,1,4,6,0,3,0
91.48,0.87,8.35,99.35,0.2,62.29,0.0,1020.9,1,4,6,0,3,0
91.48,0.87,8.39,99.35,0.28,45.71,0.0,1021.1,1,4,6,0,3,0
91.26,0.9,8.47,99.34,0.98,68.9,0.0,1021.2,1,4,6,0,3,0
85.13,0.93,8.61,99.16,0.78,44.06,0.0,1021.5,1,4,7,0,2,0
85.13,0.94,8.91,97.92,0.51,67.61,0.0,1021.6,1,4,7,0,2,0
85.13,0.93,9.16,96.47,0.68,65.17,0.0,1021.8,1,4,7,0,2,0
85.32,0.92,9.5,94.89,0.6,42.21,0.0,1022.2,1,4,7,0,2,0
89.28,0.92,9.92,92.76,0.67,45.49,0.0,1022.5,1,4,8,0,2,0
89.28,0.91,10.42,90.53,0.43,48.41,0.0,1022.6,1,4,8,0,2,0
89.28,0.91,11.05,88.03,0.57,73.26,0.0,1022.8,1,4,8,0,2,0
89.88,0.92,11.61,85.55,1.23,75.3,0.0,1023.1,1,4,8,0,2,0
102.75,0.94,12.36,82.17,1.18,65.9,0.0,1023.2,1,4,9,0,3,0
102.75,0.96,13.17,79.23,0.93,60.18,0.0,1023.1,1,4,9,0,3,0
102.75,0.94,12.81,87.45,0.32,73.98,0.0,1022.9,1,4,9,0,3,0
102.67,0.92,14.01,78.77,0.39,19.02,0.0,1022.8,1,4,9,0,3,0
100.89,0.91,14.88,72.14,0.84,79.37,0.0,1022.6,1,4,10,0,3,0
100.89,0.9,14.71,78.9,0.76,62.6,0.0,1022.3,1,4,10,0,3,0
100.89,0.87,15.84,70.27,0.77,65.43,0.0,1022.1,1,4,10,0,3,0
100.84,0.86,16.81,65.8,0.58,14.82,0.0,1021.7,1,4,10,0,3,0
99.74,0.86,17.77,60.6,0.79,47.25,0.0,1021.3,1,4,11,0,3,0
99.74,0.83,18.53,55.69,1.2,69.32,0.0,1021.0,1,4,11,0,3,0
99.74,0.79,19.22,52.76,1.05,78.37,0.0,1020.7,1,4,11,0,3,0
99.71,0.76,19.85,50.08,0.99,71.17,0.0,1020.4,1,4,11,0,3,0
99.04,0.75,19.57,53.22,1.97,59.78,0.0,1020.0,1,4,12,0,3,0
99.04,0.75,20.38,48.74,1.03,85.29,0.0,1019.6,1,4,12,0,3,0
99.04,0.72,21.13,45.98,1.4,55.36,0.2,1019.2,1,4,12,0,3,0
98.35,0.68,20.18,51.99,1.5,59.13,0.0,1019.0,1,4,12,0,3,0
83.64,0.66,21.66,44.46,0.61,44.97,0.0,1018.7,1,4,13,0,2,0
83.64,0.61,22.12,41.13,1.57,76.79,0.0,1018.4,1,4,13,0,2,0
83.64,0.58,22.31,40.87,1.1,73.88,0.0,1018.2,1,4,13,0,2,0
83.19,0.56,21.5,48.5,0.76,71.46,0.0,1018.1,1,4,13,0,2,0
73.61,0.56,22.51,40.52,0.72,66.74,0.0,1017.9,1,4,14,0,2,0
73.61,0.55,22.92,38.64,0.74,87.26,0.0,1017.8,1,4,14,0,2,0
73.61,0.5,22.46,41.07,1.54,78.78,0.0,1017.8,1,4,14,0,2,0
73.5,0.52,20.05,58.0,0.96,88.77,0.2,1017.8,1,4,14,0,2,0
71.08,0.52,20.98,47.29,1.04,88.31,0.0,1017.8,1,4,15,0,2,0
71.08,0.51,21.42,43.28,1.37,75.84,0.0,1017.7,1,4,15,0,2,0
71.08,0.51,21.46,42.04,1.13,78.68,0.0,1017.8,1,4,15,0,2,0
70.7,0.53,21.36,42.87,0.79,55.29,0.0,1017.7,1,4,15,0,2,0
62.53,0.55,21.25,42.44,1.21,50.67,0.0,1017.7,1,4,16,0,2,0
62.53,0.55,20.99,43.84,0.59,58.27,0.0,1017.8,1,4,16,0,2,0
62.53,0.58,20.62,45.95,0.49,55.4,0.0,1017.8,1,4,16,0,2,0
62.6,0.6,19.19,57.6,0.34,74.79,0.0,1017.9,1,4,16,0,2,0
64.11,0.64,19.11,54.55,0.29,90.51,0.0,1018.1,1,4,17,0,2,0
64.11,0.7,19.01,54.32,0.37,85.68,0.0,1018.3,1,4,17,0,2,0
64.11,0.72,18.52,56.73,0.38,84.0,0.0,1018.4,1,4,17,0,2,0
64.17,0.72,17.77,62.72,0.26,74.47,0.0,1018.7,1,4,17,0,2,0
65.43,0.71,16.87,67.86,0.29,61.82,0.0,1018.8,1,4,18,0,2,0
65.43,0.75,16.81,66.48,0.32,64.79,0.0,1019.0,1,4,18,0,2,0
65.43,0.75,16.66,66.14,0.35,70.17,0.0,1019.3,1,4,18,0,2,0
65.46,0.76,16.37,68.3,0.51,49.41,0.2,1019.3,1,4,18,0,2,0
66.09,0.77,16.27,67.72,0.82,57.53,0.0,1019.4,1,4,19,0,2,0
66.09,0.76,15.59,71.99,0.21,46.66,0.0,1019.6,1,4,19,0,2,0
66.09,0.77,15.2,72.99,0.24,66.63,0.0,1019.7,1,4,19,0,2,0
65.93,0.78,14.67,78.94,0.24,58.62,0.0,1019.9,1,4,19,0,2,0
62.55,0.78,14.39,79.49,0.37,77.32,0.0,1020.1,1,4,20,0,2,0
62.55,0.8,14.88,74.63,0.91,74.18,0.0,1020.4,1,4,20,0,2,0
62.55,0.8,15.02,72.69,0.76,80.17,0.0,1020.5,1,4,20,0,2,0
62.51,0.8,14.88,73.65,0.32,93.0,0.0,1020.6,1,4,20,0,2,0
61.6,0.82,14.61,74.8,0.55,66.94,0.0,1020.8,1,4,21,0,2,0
61.6,0.82,14.57,74.56,0.84,79.12,0.0,1020.9,1,4,21,0,2,0
61.6,0.82,14.5,74.53,1.03,66.48,0.0,1021.0,1,4,21,0,2,0
61.69,0.83,14.3,75.99,0.6,84.04,0.0,1021.0,1,4,21,0,2,0
63.72,0.84,14.07,77.26,1.06,74.72,0.0,1021.0,1,4,22,0,2,0
63.72,0.83,13.87,78.55,0.84,71.78,0.0,1020.9,1,4,22,0,2,0
63.72,0.85,13.67,79.74,0.67,78.32,0.0,1020.8,1,4,22,0,2,0
63.9,0.84,13.46,80.89,0.86,70.62,0.2,1020.7,1,4,22,0,2,0
67.84,0.85,13.22,82.36,0.64,74.61,0.0,1020.5,1,4,23,0,2,0
67.84,0.85,13.1,83.14,1.02,70.99,0.0,1020.5,1,4,23,0,2,0
67.84,0.86,13.0,83.77,1.13,61.31,0.0,1020.3,1,4,23,0,2,0
57.73,0.84,12.65,85.69,1.02,73.81,0.0,1020.2,1,5,0,0,1,0
57.73,0.87,12.5,86.73,1.16,78.71,0.0,1020.1,1,5,0,0,1,0
57.73,0.87,12.33,87.81,0.57,78.58,0.0,1020.0,1,5,0,0,1,0
57.48,0.88,12.17,88.72,0.93,75.28,0.0,1019.8,1,5,0,0,1,0
52.02,0.89,12.03,89.43,1.29,89.76,0.0,1019.6,1,5,1,0,1,0
52.02,0.9,11.85,90.24,1.23,83.28,0.0,1019.4,1,5,1,0,1,0
52.02,0.9,11.69,91.17,0.74,88.06,0.0,1019.2,1,5,1,0,1,0
52.43,0.9,11.56,91.52,0.63,86.71,0.0,1019.1,1,5,1,0,1,0
61.38,0.9,11.44,91.99,0.52,102.8,0.0,1019.1,1,5,2,0,2,0
61.38,0.92,11.25,92.94,0.69,89.94,0.0,1019.0,1,5,2,0,2,0
61.38,0.93,11.15,93.5,0.44,90.5,0.0,1018.8,1,5,2,0,2,0
61.3,0.96,11.01,94.04,0.44,90.75,0.0,1018.7,1,5,2,0,2,0
59.46,0.99,10.93,94.38,0.9,76.92,0.0,1018.7,1,5,3,0,1,0
59.46,1.02,10.85,94.6,1.0,75.33,0.0,1018.6,1,5,3,0,1,1
59.46,1.04,10.77,95.01,0.91,76.2,0.0,1018.4,1,5,3,0,1,1
59.53,1.05,10.67,95.62,0.82,71.07,0.0,1018.4,1,5,3,0,1,1
61.01,1.05,10.62,95.82,0.92,77.34,0.0,1018.3,1,5,4,0,2,1
61.01,1.04,10.51,96.22,0.35,82.79,0.0,1018.3,1,5,4,0,2,1
61.01,1.06,10.41,96.45,0.57,69.06,0.2,1018.3,1,5,4,0,2,1
61.15,1.09,10.35,96.66,0.37,78.68,0.0,1018.4,1,5,4,0,2,1
64.02,1.1,10.29,96.69,0.46,58.84,0.0,1018.6,1,5,5,0,2,1
64.02,1.17,10.25,96.89,0.4,74.6,0.0,1018.7,1,5,5,0,2,1
64.02,1.18,10.21,96.78,0.66,73.07,0.0,1018.9,1,5,5,0,2,1
64.02,1.18,10.17,96.85,0.61,81.72,0.0,1019.0,1,5,5,0,2,1
63.9,1.15,10.1,97.06,0.75,72.6,0.0,1019.2,1,5,6,0,2,1
63.9,1.2,10.07,97.12,0.54,76.89,0.0,1019.6,1,5,6,0,2,1
63.9,1.23,10.04,97.24,0.56,68.87,0.0,1019.7,1,5,6,0,2,1
63.86,1.23,10.17,96.45,0.38,67.89,0.0,1019.9,1,5,6,0,2,1
63.15,1.23,10.31,95.47,0.44,84.6,0.0,1019.9,1,5,7,0,2,1
63.15,1.22,10.62,93.95,0.46,75.38,0.0,1020.1,1,5,7,0,2,1
63.15,1.23,10.93,92.33,0.59,63.95,0.0,1020.3,1,5,7,0,2,1
63.4,1.2,11.39,89.93,0.6,66.67,0.0,1020.6,1,5,7,0,2,1
68.64,1.16,11.91,86.56,1.29,76.5,0.0,1020.9,1,5,8,0,2,1
68.64,1.16,12.38,84.14,0.81,67.45,0.0,1021.1,1,5,8,0,2,1
68.64,1.21,13.05,80.17,0.96,65.05,0.0,1021.1,1,5,8,0,2,1
68.58,1.21,13.37,77.5,1.01,73.52,0.0,1021.0,1,5,8,0,2,1
67.33,1.2,13.89,75.45,1.13,72.27,0.0,1021.0,1,5,9,0,2,1
67.33,1.19,13.55,82.12,0.86,82.37,0.0,1020.9,1,5,9,0,2,1
67.33,1.18,14.64,73.39,1.51,75.98,0.0,1020.9,1,5,9,0,2,1
67.43,1.13,15.41,67.59,1.31,76.42,0.0,1020.8,1,5,9,0,2,1
69.69,1.11,16.06,64.34,1.2,68.62,0.0,1020.5,1,5,10,0,2,1
69.69,1.08,15.63,69.99,1.37,76.47,0.0,1020.2,1,5,10,0,2,1
69.69,1.04,16.75,61.52,1.1,60.68,0.0,1020.0,1,5,10,0,2,1
69.35,1.02,17.27,59.66,1.37,75.97,0.0,1019.7,1,5,10,0,2,1
61.98,0.99,17.65,57.32,1.2,67.12,0.0,1019.4,1,5,11,0,2,0
61.98,0.96,18.78,51.38,1.38,63.7,0.0,1019.0,1,5,11,0,2,0
61.98,0.93,19.47,47.51,1.39,66.08,0.0,1018.6,1,5,11,0,2,0
62.06,0.92,20.2,46.32,1.14,66.07,0.0,1018.2,1,5,11,0,2,0
63.85,0.8,19.8,48.13,1.18,63.12,0.2,1017.9,1,5,12,0,2,0
63.85,0.84,21.14,40.23,1.21,60.04,0.0,1017.5,1,5,12,0,2,0
63.85,0.8,21.76,36.11,1.54,55.39,0.0,1017.2,1,5,12,0,2,0
64.03,0.8,20.71,45.34,1.49,63.88,0.0,1016.8,1,5,12,0,2,0
67.95,0.78,21.9,36.02,1.4,58.79,0.0,1016.5,1,5,13,0,2,0
67.95,0.74,22.67,32.12,1.59,59.43,0.0,1016.1,1,5,13,0,2,0
67.95,0.7,23.27,28.89,1.43,63.9,0.0,1015.9,1,5,13,0,2,0
67.56,0.67,22.92,31.92,1.4,50.7,0.0,1015.7,1,5,13,0,2,0
59.13,0.65,22.7,30.69,1.73,57.83,0.0,1015.4,1,5,14,0,1,0
59.13,0.64,23.41,27.74,1.75,53.25,0.0,1015.3,1,5,14,0,1,0
59.13,0.64,23.83,26.73,0.84,46.48,0.0,1015.2,1,5,14,0,1,0
58.64,0.62,22.35,34.31,1.22,61.33,0.0,1015.1,1,5,14,0,1,0
48.15,0.6,22.7,29.54,1.31,65.91,0.0,1015.1,1,5,15,0,1,0
48.15,0.6,22.81,29.69,1.04,63.13,0.0,1014.9,1,5,15,0,1,0
48.15,0.59,22.56,31.58,1.2,71.09,0.0,1014.9,1,5,15,0,1,0
47.94,0.58,21.66,33.08,1.15,51.69,0.2,1014.9,1,5,15,0,1,0
43.51,0.57,21.87,30.85,0.77,28.1,0.0,1014.9,1,5,16,0,1,0
43.51,0.58,21.72,31.38,0.55,19.69,0.0,1015.0,1,5,16,0,1,0
43.51,0.58,21.08,34.11,0.3,15.71,0.0,1015.1,1,5,16,0,1,0
43.7,0.59,18.94,49.0,0.29,21.57,0.2,1015.3,1,5,16,0,1,0
47.92,0.59,18.77,44.47,0.38,4.93,0.0,1015.5,1,5,17,0,1,0
47.92,0.61,18.58,43.68,0.39,2.36,0.2,1015.7,1,5,17,0,1,0
47.92,0.62,18.63,44.06,0.27,11.16,0.0,1015.8,1,5,17,0,1,0
